Representative,Time,Age,Congress Number,Original Legislative Efficiency,Modified Legislative Efficiency
Paul Gosar,2013-01-03,54.10266941,113,3,3
Paul Gosar,2015-01-03,56.10130048,114,2,2
Paul Gosar,2017-01-03,58.10266941,115,2,2
Paul Gosar,2019-01-03,60.10130048,116,3,3
Paul Gosar,2021-01-03,62.10266941,117,#N/A,3
David Cicilline,2011-01-03,49.47022587,112,2,2
David Cicilline,2013-01-03,51.4715948,113,3,3
David Cicilline,2015-01-03,53.47022587,114,3,3
David Cicilline,2017-01-03,55.4715948,115,3,3
David Cicilline,2019-01-03,57.47022587,116,3,3
David Cicilline,2021-01-03,59.4715948,117,#N/A,3
David Schweikert,2011-01-03,48.83778234,112,2,2
David Schweikert,2013-01-03,50.83915127,113,1,1
David Schweikert,2015-01-03,52.83778234,114,2,2
David Schweikert,2017-01-03,54.83915127,115,1,1
David Schweikert,2019-01-03,56.83778234,116,1,1
David Schweikert,2021-01-03,58.83915127,117,#N/A,1
Larry Bucshon,2011-01-03,48.59411362,112,1,1
Larry Bucshon,2013-01-03,50.59548255,113,2,2
Larry Bucshon,2015-01-03,52.59411362,114,2,2
Larry Bucshon,2017-01-03,54.59548255,115,2,2
Larry Bucshon,2019-01-03,56.59411362,116,3,3
Larry Bucshon,2021-01-03,58.59548255,117,#N/A,3
Chuck Fleischmann,2011-01-03,48.22997947,112,1,1
Chuck Fleischmann,2013-01-03,50.23134839,113,1,1
Chuck Fleischmann,2015-01-03,52.22997947,114,2,2
Chuck Fleischmann,2017-01-03,54.23134839,115,1,1
Chuck Fleischmann,2019-01-03,56.22997947,116,1,1
Chuck Fleischmann,2021-01-03,58.23134839,117,#N/A,1
Scott DesJarlais,2011-01-03,46.86652977,112,1,1
Scott DesJarlais,2013-01-03,48.8678987,113,1,1
Scott DesJarlais,2015-01-03,50.86652977,114,1,1
Scott DesJarlais,2017-01-03,52.8678987,115,1,1
Scott DesJarlais,2019-01-03,54.86652977,116,1,1
Scott DesJarlais,2021-01-03,56.8678987,117,#N/A,1
Terri Sewell,2011-01-03,46.00410678,112,1,1
Terri Sewell,2013-01-03,48.0054757,113,1,1
Terri Sewell,2015-01-03,50.00410678,114,2,2
Terri Sewell,2017-01-03,52.0054757,115,1,1
Terri Sewell,2019-01-03,54.00410678,116,2,2
Terri Sewell,2021-01-03,56.0054757,117,#N/A,2
Jeff Duncan,2011-01-03,44.98836413,112,2,2
Jeff Duncan,2013-01-03,46.98973306,113,2,2
Jeff Duncan,2015-01-03,48.98836413,114,1,1
Jeff Duncan,2017-01-03,50.98973306,115,1,1
Jeff Duncan,2019-01-03,52.98836413,116,1,1
Jeff Duncan,2021-01-03,54.98973306,117,#N/A,1
Rick Crawford,2011-01-03,44.94729637,112,2,2
Rick Crawford,2013-01-03,46.9486653,113,2,2
Rick Crawford,2015-01-03,48.94729637,114,1,1
Rick Crawford,2017-01-03,50.9486653,115,1,1
Rick Crawford,2019-01-03,52.94729637,116,3,3
Rick Crawford,2021-01-03,54.9486653,117,#N/A,3
Bill Huizenga,2011-01-03,41.92197125,112,3,3
Bill Huizenga,2013-01-03,43.92334018,113,3,3
Bill Huizenga,2015-01-03,45.92197125,114,3,3
Bill Huizenga,2017-01-03,47.92334018,115,2,2
Bill Huizenga,2019-01-03,49.92197125,116,2,2
Bill Huizenga,2021-01-03,51.92334018,117,#N/A,2
Austin Scott,2011-01-03,41.06502396,112,1,1
Austin Scott,2013-01-03,43.06639288,113,1,1
Austin Scott,2015-01-03,45.06502396,114,1,1
Austin Scott,2017-01-03,47.06639288,115,2,2
Austin Scott,2019-01-03,49.06502396,116,1,1
Austin Scott,2021-01-03,51.06639288,117,#N/A,1
Janice Hahn,2011-07-12,59.28268309,112,3,3
Janice Hahn,2013-01-03,60.76386037,113,2,2
Janice Hahn,2015-01-03,62.76249144,114,1,1
Mark Amodei,2011-09-13,53.25393566,112,2,2
Mark Amodei,2013-01-03,54.56262834,113,3,3
Mark Amodei,2015-01-03,56.56125941,114,3,3
Mark Amodei,2017-01-03,58.56262834,115,2,2
Mark Amodei,2019-01-03,60.56125941,116,2,2
Mark Amodei,2021-01-03,62.56262834,117,#N/A,2
Suzanne Bonamici,2012-01-31,57.29774127,112,1,1
Suzanne Bonamici,2013-01-03,58.22313484,113,3,3
Suzanne Bonamici,2015-01-03,60.22176591,114,2,2
Suzanne Bonamici,2017-01-03,62.22313484,115,1,1
Suzanne Bonamici,2019-01-03,64.22176591,116,2,2
Suzanne Bonamici,2021-01-03,66.22313484,117,#N/A,2
Ron Barber,2012-06-12,66.7980835,112,1,1
Ron Barber,2013-01-03,67.35934292,113,2,2
Donald Payne Jr.,2012-11-06,53.88911704,112,2,2
Donald Payne Jr.,2013-01-03,54.04791239,113,2,2
Donald Payne Jr.,2015-01-03,56.04654346,114,3,3
Donald Payne Jr.,2017-01-03,58.04791239,115,2,2
Donald Payne Jr.,2019-01-03,60.04654346,116,2,2
Donald Payne Jr.,2021-01-03,62.04791239,117,#N/A,2
Suzan DelBene,2012-11-06,50.71868583,112,2,2
Suzan DelBene,2013-01-03,50.87748118,113,2,2
Suzan DelBene,2015-01-03,52.87611225,114,1,1
Suzan DelBene,2017-01-03,54.87748118,115,2,2
Suzan DelBene,2019-01-03,56.87611225,116,2,2
Suzan DelBene,2021-01-03,58.87748118,117,#N/A,2
Thomas Massie,2012-11-06,41.81519507,112,1,1
Thomas Massie,2013-01-03,41.97399042,113,1,1
Thomas Massie,2015-01-03,43.97262149,114,1,1
Thomas Massie,2017-01-03,45.97399042,115,1,1
Thomas Massie,2019-01-03,47.97262149,116,1,1
Thomas Massie,2021-01-03,49.97399042,117,#N/A,1
Dan Maffei,2013-01-03,44.50102669,113,2,2
Joe Garcia,2013-01-03,49.229295,113,2,2
Pete Gallego,2013-01-03,51.08829569,113,1,1
William Enyart,2013-01-03,63.28268309,113,2,2
Sean Patrick Maloney,2013-01-03,46.4312115,113,3,3
Sean Patrick Maloney,2015-01-03,48.42984257,114,3,3
Sean Patrick Maloney,2017-01-03,50.4312115,115,2,2
Sean Patrick Maloney,2019-01-03,52.42984257,116,3,3
Sean Patrick Maloney,2021-01-03,54.4312115,117,#N/A,3
Kerry Bentivolio,2013-01-03,61.24572211,113,2,2
Tom Rice,2013-01-03,55.41683778,113,1,1
Tom Rice,2015-01-03,57.41546886,114,1,1
Tom Rice,2017-01-03,59.41683778,115,2,2
Tom Rice,2019-01-03,61.41546886,116,1,1
Tom Rice,2021-01-03,63.41683778,117,#N/A,1
Rodney Davis,2013-01-03,42.99520876,113,2,2
Rodney Davis,2015-01-03,44.99383984,114,3,3
Rodney Davis,2017-01-03,46.99520876,115,2,2
Rodney Davis,2019-01-03,48.99383984,116,3,3
Rodney Davis,2021-01-03,50.99520876,117,#N/A,3
Steve Daines,2013-01-03,50.37097878,113,3,3
Tom Cotton,2013-01-03,35.6440794,113,1,1
Steve Stockman,2013-01-03,56.13689254,113,2,2
Gloria Negrete McLeod,2013-01-03,71.32648871,113,2,2
Tammy Duckworth,2013-01-03,44.81314168,113,1,1
Tammy Duckworth,2015-01-03,46.81177276,114,2,2
Patrick Murphy,2013-01-03,39.20876112,113,2,2
Patrick Murphy,2015-01-03,41.2073922,114,2,2
Alan Grayson,2013-01-03,54.81177276,113,3,3
Alan Grayson,2015-01-03,56.81040383,114,3,3
Mark Meadows,2013-01-03,53.43737166,113,3,3
Mark Meadows,2015-01-03,55.43600274,114,3,3
Mark Meadows,2017-01-03,57.43737166,115,2,2
Mark Meadows,2019-01-03,59.43600274,116,3,3
Paul Cook,2013-01-03,69.83983573,113,2,2
Paul Cook,2015-01-03,71.8384668,114,2,2
Paul Cook,2017-01-03,73.83983573,115,2,2
Paul Cook,2019-01-03,75.8384668,116,2,2
Denny Heck,2013-01-03,60.43258042,113,3,3
Denny Heck,2015-01-03,62.4312115,114,3,3
Denny Heck,2017-01-03,64.43258042,115,2,2
Denny Heck,2019-01-03,66.4312115,116,2,2
Doug Collins,2013-01-03,46.38466804,113,2,2
Doug Collins,2015-01-03,48.38329911,114,3,3
Doug Collins,2017-01-03,50.38466804,115,2,2
Doug Collins,2019-01-03,52.38329911,116,3,3
Joe Kennedy III,2013-01-03,32.24914442,113,2,2
Joe Kennedy III,2015-01-03,34.2477755,114,3,3
Joe Kennedy III,2017-01-03,36.24914442,115,2,2
Joe Kennedy III,2019-01-03,38.2477755,116,2,2
Tulsi Gabbard,2013-01-03,31.72895277,113,3,3
Tulsi Gabbard,2015-01-03,33.72758385,114,2,2
Tulsi Gabbard,2017-01-03,35.72895277,115,1,1
Tulsi Gabbard,2019-01-03,37.72758385,116,2,2
Markwayne Mullin,2013-01-03,35.44147844,113,2,2
Markwayne Mullin,2015-01-03,37.44010951,114,3,3
Markwayne Mullin,2017-01-03,39.44147844,115,2,2
Markwayne Mullin,2019-01-03,41.44010951,116,1,1
Markwayne Mullin,2021-01-03,43.44147844,117,#N/A,1
Matt Salmon,2013-01-03,54.95140315,113,2,2
Matt Salmon,2015-01-03,56.95003422,114,2,2
Rick Nolan,2013-01-03,69.04859685,113,3,3
Rick Nolan,2015-01-03,71.04722793,114,3,3
Rick Nolan,2017-01-03,73.04859685,115,3,3
Susan Brooks,2013-01-03,52.35865845,113,2,2
Susan Brooks,2015-01-03,54.35728953,114,3,3
Susan Brooks,2017-01-03,56.35865845,115,2,2
Susan Brooks,2019-01-03,58.35728953,116,1,1
George Holding,2013-01-03,44.71457906,113,2,2
George Holding,2015-01-03,46.71321013,114,3,3
George Holding,2017-01-03,48.71457906,115,1,1
George Holding,2019-01-03,50.71321013,116,1,1
Ted Yoho,2013-01-03,57.72758385,113,2,2
Ted Yoho,2015-01-03,59.72621492,114,2,2
Ted Yoho,2017-01-03,61.72758385,115,2,2
Ted Yoho,2019-01-03,63.72621492,116,3,3
Alan Lowenthal,2013-01-03,71.82477755,113,1,1
Alan Lowenthal,2015-01-03,73.82340862,114,2,2
Alan Lowenthal,2017-01-03,75.82477755,115,1,1
Alan Lowenthal,2019-01-03,77.82340862,116,1,1
Alan Lowenthal,2021-01-03,79.82477755,117,#N/A,1
Cheri Bustos,2013-01-03,51.21423682,113,1,1
Cheri Bustos,2015-01-03,53.2128679,114,1,1
Cheri Bustos,2017-01-03,55.21423682,115,3,3
Cheri Bustos,2019-01-03,57.2128679,116,2,2
Cheri Bustos,2021-01-03,59.21423682,117,#N/A,2
Trey Radel,2013-01-03,36.7063655,113,1,1
Chris Collins,2013-01-03,62.62559891,113,1,1
Chris Collins,2015-01-03,64.62422998,114,2,2
Chris Collins,2017-01-03,66.62559891,115,2,2
Chris Collins,2019-01-03,68.62422998,116,1,1
Filemon Vela Jr.,2013-01-03,49.88911704,113,1,1
Filemon Vela Jr.,2015-01-03,51.88774812,114,2,2
Filemon Vela Jr.,2017-01-03,53.88911704,115,2,2
Filemon Vela Jr.,2019-01-03,55.88774812,116,1,1
Filemon Vela Jr.,2021-01-03,57.88911704,117,#N/A,1
Jackie Walorski,2013-01-03,49.38261465,113,1,1
Jackie Walorski,2015-01-03,51.38124572,114,2,2
Jackie Walorski,2017-01-03,53.38261465,115,2,2
Jackie Walorski,2019-01-03,55.38124572,116,1,1
Jackie Walorski,2021-01-03,57.38261465,117,#N/A,1
Lois Frankel,2013-01-03,64.63518138,113,1,1
Lois Frankel,2015-01-03,66.63381246,114,1,1
Lois Frankel,2017-01-03,68.63518138,115,2,2
Lois Frankel,2019-01-03,70.63381246,116,1,1
Lois Frankel,2021-01-03,72.63518138,117,#N/A,1
Roger Williams,2013-01-03,63.30732375,113,1,1
Roger Williams,2015-01-03,65.30595483,114,2,2
Roger Williams,2017-01-03,67.30732375,115,2,2
Roger Williams,2019-01-03,69.30595483,116,2,2
Roger Williams,2021-01-03,71.30732375,117,#N/A,2
Joyce Beatty,2013-01-03,62.81451061,113,2,2
Joyce Beatty,2015-01-03,64.81314168,114,2,2
Joyce Beatty,2017-01-03,66.81451061,115,1,1
Joyce Beatty,2019-01-03,68.81314168,116,2,2
Joyce Beatty,2021-01-03,70.81451061,117,#N/A,2
Dina Titus,2013-01-03,62.61738535,113,3,3
Dina Titus,2015-01-03,64.61601643,114,2,2
Dina Titus,2017-01-03,66.61738535,115,1,1
Dina Titus,2019-01-03,68.61601643,116,2,2
Dina Titus,2021-01-03,70.61738535,117,#N/A,2
Julia Brownley,2013-01-03,60.3504449,113,2,2
Julia Brownley,2015-01-03,62.34907598,114,2,2
Julia Brownley,2017-01-03,64.3504449,115,3,3
Julia Brownley,2019-01-03,66.34907598,116,3,3
Julia Brownley,2021-01-03,68.3504449,117,#N/A,3
Randy Weber,2013-01-03,59.50718686,113,1,1
Randy Weber,2015-01-03,61.50581793,114,1,1
Randy Weber,2017-01-03,63.50718686,115,1,1
Randy Weber,2019-01-03,65.50581793,116,1,1
Randy Weber,2021-01-03,67.50718686,117,#N/A,1
Bill Foster,2013-01-03,57.24298426,113,2,2
Bill Foster,2015-01-03,59.24161533,114,2,2
Bill Foster,2017-01-03,61.24298426,115,2,2
Bill Foster,2019-01-03,63.24161533,116,2,2
Bill Foster,2021-01-03,65.24298426,117,#N/A,2
Annie Kuster,2013-01-03,56.32854209,113,2,2
Annie Kuster,2015-01-03,58.32717317,114,3,3
Annie Kuster,2017-01-03,60.32854209,115,3,3
Annie Kuster,2019-01-03,62.32717317,116,2,2
Annie Kuster,2021-01-03,64.32854209,117,#N/A,2
David Joyce,2013-01-03,55.80013689,113,1,1
David Joyce,2015-01-03,57.79876797,114,1,1
David Joyce,2017-01-03,59.80013689,115,1,1
David Joyce,2019-01-03,61.79876797,116,3,3
David Joyce,2021-01-03,63.80013689,117,#N/A,3
Scott Peters,2013-01-03,54.54893908,113,3,3
Scott Peters,2015-01-03,56.54757016,114,2,2
Scott Peters,2017-01-03,58.54893908,115,3,3
Scott Peters,2019-01-03,60.54757016,116,3,3
Scott Peters,2021-01-03,62.54893908,117,#N/A,3
Brad Wenstrup,2013-01-03,54.54893908,113,1,1
Brad Wenstrup,2015-01-03,56.54757016,114,2,2
Brad Wenstrup,2017-01-03,58.54893908,115,2,2
Brad Wenstrup,2019-01-03,60.54757016,116,2,2
Brad Wenstrup,2021-01-03,62.54893908,117,#N/A,2
Dan Kildee,2013-01-03,54.39835729,113,1,1
Dan Kildee,2015-01-03,56.39698836,114,2,2
Dan Kildee,2017-01-03,58.39835729,115,1,1
Dan Kildee,2019-01-03,60.39698836,116,1,1
Dan Kildee,2021-01-03,62.39835729,117,#N/A,1
Doug LaMalfa,2013-01-03,52.5065024,113,1,1
Doug LaMalfa,2015-01-03,54.50513347,114,2,2
Doug LaMalfa,2017-01-03,56.5065024,115,2,2
Doug LaMalfa,2019-01-03,58.50513347,116,2,2
Doug LaMalfa,2021-01-03,60.5065024,117,#N/A,2
Chris Stewart,2013-01-03,52.47091034,113,2,2
Chris Stewart,2015-01-03,54.46954141,114,2,2
Chris Stewart,2017-01-03,56.47091034,115,3,3
Chris Stewart,2019-01-03,58.46954141,116,2,2
Chris Stewart,2021-01-03,60.47091034,117,#N/A,2
Mark Takano,2013-01-03,52.06570842,113,3,3
Mark Takano,2015-01-03,54.06433949,114,3,3
Mark Takano,2017-01-03,56.06570842,115,2,2
Mark Takano,2019-01-03,58.06433949,116,3,3
Mark Takano,2021-01-03,60.06570842,117,#N/A,3
Juan Vargas,2013-01-03,51.8275154,113,2,2
Juan Vargas,2015-01-03,53.82614648,114,2,2
Juan Vargas,2017-01-03,55.8275154,115,2,2
Juan Vargas,2019-01-03,57.82614648,116,2,2
Juan Vargas,2021-01-03,59.8275154,117,#N/A,2
Matt Cartwright,2013-01-03,51.67693361,113,3,3
Matt Cartwright,2015-01-03,53.67556468,114,3,3
Matt Cartwright,2017-01-03,55.67693361,115,3,3
Matt Cartwright,2019-01-03,57.67556468,116,3,3
Matt Cartwright,2021-01-03,59.67693361,117,#N/A,3
Scott Perry,2013-01-03,50.60643395,113,1,1
Scott Perry,2015-01-03,52.60506502,114,2,2
Scott Perry,2017-01-03,54.60643395,115,2,2
Scott Perry,2019-01-03,56.60506502,116,2,2
Scott Perry,2021-01-03,58.60643395,117,#N/A,2
Ann Wagner,2013-01-03,50.30800821,113,3,3
Ann Wagner,2015-01-03,52.30663929,114,3,3
Ann Wagner,2017-01-03,54.30800821,115,3,3
Ann Wagner,2019-01-03,56.30663929,116,3,3
Ann Wagner,2021-01-03,58.30800821,117,#N/A,3
Tony C?rdenas,2013-01-03,49.76317591,113,2,2
Tony C?rdenas,2015-01-03,51.76180698,114,1,1
Tony C?rdenas,2017-01-03,53.76317591,115,2,2
Tony C?rdenas,2019-01-03,55.76180698,116,2,2
Tony C?rdenas,2021-01-03,57.76317591,117,#N/A,2
Jared Huffman,2013-01-03,48.87611225,113,3,3
Jared Huffman,2015-01-03,50.87474333,114,2,2
Jared Huffman,2017-01-03,52.87611225,115,2,2
Jared Huffman,2019-01-03,54.87474333,116,2,2
Jared Huffman,2021-01-03,56.87611225,117,#N/A,2
Mark Pocan,2013-01-03,48.38877481,113,2,2
Mark Pocan,2015-01-03,50.38740589,114,1,1
Mark Pocan,2017-01-03,52.38877481,115,1,1
Mark Pocan,2019-01-03,54.38740589,116,2,2
Mark Pocan,2021-01-03,56.38877481,117,#N/A,2
Ami Bera,2013-01-03,47.84120465,113,1,1
Ami Bera,2015-01-03,49.83983573,114,1,1
Ami Bera,2017-01-03,51.84120465,115,1,1
Ami Bera,2019-01-03,53.83983573,116,2,2
Ami Bera,2021-01-03,55.84120465,117,#N/A,2
Hakeem Jeffries,2013-01-03,42.41752225,113,3,3
Hakeem Jeffries,2015-01-03,44.41615332,114,3,3
Hakeem Jeffries,2017-01-03,46.41752225,115,3,3
Hakeem Jeffries,2019-01-03,48.41615332,116,3,3
Hakeem Jeffries,2021-01-03,50.41752225,117,#N/A,3
Marc Veasey,2013-01-03,42.00136893,113,1,1
Marc Veasey,2015-01-03,44,114,2,2
Marc Veasey,2017-01-03,46.00136893,115,1,1
Marc Veasey,2019-01-03,48,116,2,2
Marc Veasey,2021-01-03,50.00136893,117,#N/A,2
Richard Hudson,2013-01-03,41.16632444,113,3,3
Richard Hudson,2015-01-03,43.16495551,114,1,1
Richard Hudson,2017-01-03,45.16632444,115,3,3
Richard Hudson,2019-01-03,47.16495551,116,1,1
Richard Hudson,2021-01-03,49.16632444,117,#N/A,1
Raul Ruiz,2013-01-03,40.35865845,113,3,3
Raul Ruiz,2015-01-03,42.35728953,114,3,3
Raul Ruiz,2017-01-03,44.35865845,115,2,2
Raul Ruiz,2019-01-03,46.35728953,116,3,3
Raul Ruiz,2021-01-03,48.35865845,117,#N/A,3
Andy Barr,2013-01-03,39.44695414,113,2,2
Andy Barr,2015-01-03,41.44558522,114,2,2
Andy Barr,2017-01-03,43.44695414,115,3,3
Andy Barr,2019-01-03,45.44558522,116,3,3
Andy Barr,2021-01-03,47.44695414,117,#N/A,3
Derek Kilmer,2013-01-03,39.00616016,113,3,3
Derek Kilmer,2015-01-03,41.00479124,114,2,2
Derek Kilmer,2017-01-03,43.00616016,115,3,3
Derek Kilmer,2019-01-03,45.00479124,116,1,1
Derek Kilmer,2021-01-03,47.00616016,117,#N/A,1
Joaquin Castro,2013-01-03,38.29979466,113,1,1
Joaquin Castro,2015-01-03,40.29842574,114,2,2
Joaquin Castro,2017-01-03,42.29979466,115,2,2
Joaquin Castro,2019-01-03,44.29842574,116,2,2
Joaquin Castro,2021-01-03,46.29979466,117,#N/A,2
Grace Meng,2013-01-03,37.25941136,113,3,3
Grace Meng,2015-01-03,39.25804244,114,3,3
Grace Meng,2017-01-03,41.25941136,115,3,3
Grace Meng,2019-01-03,43.25804244,116,2,2
Grace Meng,2021-01-03,45.25941136,117,#N/A,2
Eric Swalwell,2013-01-03,32.13141684,113,3,3
Eric Swalwell,2015-01-03,34.13004791,114,1,1
Eric Swalwell,2017-01-03,36.13141684,115,1,1
Eric Swalwell,2019-01-03,38.13004791,116,1,1
Eric Swalwell,2021-01-03,40.13141684,117,#N/A,1
Robin Kelly,2013-04-09,56.94182067,113,2,2
Robin Kelly,2015-01-03,58.67761807,114,1,1
Robin Kelly,2017-01-03,60.678987,115,3,3
Robin Kelly,2019-01-03,62.67761807,116,3,3
Robin Kelly,2021-01-03,64.678987,117,#N/A,3
Mark Sanford,2013-05-07,52.94182067,113,1,1
Mark Sanford,2015-01-03,54.60095825,114,1,1
Mark Sanford,2017-01-03,56.60232717,115,1,1
Jason Smith,2013-06-04,32.96646133,113,2,2
Jason Smith,2015-01-03,34.54893908,114,2,2
Jason Smith,2017-01-03,36.55030801,115,2,2
Jason Smith,2019-01-03,38.54893908,116,1,1
Jason Smith,2021-01-03,40.55030801,117,#N/A,1
Vance McAllister,2013-11-16,39.85763176,117,1,1
Katherine Clark,2013-12-10,50.40109514,113,1,1
Katherine Clark,2015-01-03,51.4661191,114,3,3
Katherine Clark,2017-01-03,53.46748802,115,2,2
Katherine Clark,2019-01-03,55.4661191,116,1,1
Katherine Clark,2021-01-03,57.46748802,117,#N/A,1
Bradley Byrne,2013-12-17,58.83367557,113,1,1
Bradley Byrne,2015-01-03,59.87953457,114,1,1
Bradley Byrne,2017-01-03,61.88090349,115,1,1
Bradley Byrne,2019-01-03,63.87953457,116,2,2
David Jolly,2014-03-11,41.35797399,113,1,1
David Jolly,2015-01-03,42.17385353,114,1,1
Curt Clawson,2014-06-24,54.73785079,113,1,1
Curt Clawson,2015-01-03,55.26625599,114,2,2
Alma Adams,2014-11-04,68.44079398,113,1,1
Alma Adams,2015-01-03,68.60506502,114,2,2
Alma Adams,2017-01-03,70.60643395,115,2,2
Alma Adams,2019-01-03,72.60506502,116,2,2
Alma Adams,2021-01-03,74.60643395,117,#N/A,2
Donald Norcross,2014-11-04,55.89322382,113,1,1
Donald Norcross,2015-01-03,56.05749487,114,1,1
Donald Norcross,2017-01-03,58.05886379,115,1,1
Donald Norcross,2019-01-03,60.05749487,116,1,1
Donald Norcross,2021-01-03,62.05886379,117,#N/A,1
Frank Guinta,2015-01-03,44.27104723,114,2,2
Bob Dold,2015-01-03,45.53045859,114,3,3
Cresent Hardy,2015-01-03,57.53045859,114,1,1
Brad Ashford,2015-01-03,65.14715948,114,3,3
John Ratcliffe,2015-01-03,49.20465435,114,3,3
John Ratcliffe,2017-01-03,51.20602327,115,2,2
John Ratcliffe,2019-01-03,53.20465435,116,2,2
Jody Hice,2015-01-03,54.69952088,114,3,3
Jody Hice,2017-01-03,56.7008898,115,2,2
Jody Hice,2019-01-03,58.69952088,116,3,3
Jody Hice,2021-01-03,60.7008898,117,#N/A,3
Lee Zeldin,2015-01-03,34.92676249,114,3,3
Lee Zeldin,2017-01-03,36.92813142,115,3,3
Lee Zeldin,2019-01-03,38.92676249,116,3,3
Lee Zeldin,2021-01-03,40.92813142,117,#N/A,3
Gwen Graham,2015-01-03,51.92334018,114,1,1
Ralph Abraham,2015-01-03,60.29842574,114,2,2
Ralph Abraham,2017-01-03,62.29979466,115,1,1
Ralph Abraham,2019-01-03,64.29842574,116,1,1
Mark Walker,2015-01-03,45.62354552,114,2,2
Mark Walker,2017-01-03,47.62491444,115,2,2
Mark Walker,2019-01-03,49.62354552,116,2,2
Will Hurd,2015-01-03,37.3744011,114,#N/A,2
Will Hurd,2017-01-03,39.37577002,115,3,3
Will Hurd,2019-01-03,41.3744011,116,2,2
Brenda Lawrence,2015-01-03,60.21081451,114,2,2
Brenda Lawrence,2017-01-03,62.21218344,115,1,1
Brenda Lawrence,2019-01-03,64.21081451,116,1,1
Brenda Lawrence,2021-01-03,66.21218344,117,#N/A,1
John Katko,2015-01-03,52.15058179,114,3,3
John Katko,2017-01-03,54.15195072,115,3,3
John Katko,2019-01-03,56.15058179,116,3,3
John Katko,2021-01-03,58.15195072,117,#N/A,3
Kathleen Rice,2015-01-03,49.88090349,114,2,2
Kathleen Rice,2017-01-03,51.88227242,115,3,3
Kathleen Rice,2019-01-03,53.88090349,116,3,3
Kathleen Rice,2021-01-03,55.88227242,117,#N/A,3
Mark Takai,2015-01-03,47.50992471,114,1,1
Bonnie Watson Coleman,2015-01-03,69.90554415,114,3,3
Bonnie Watson Coleman,2017-01-03,71.90691307,115,3,3
Bonnie Watson Coleman,2019-01-03,73.90554415,116,2,2
Bonnie Watson Coleman,2021-01-03,75.90691307,117,#N/A,2
Brian Babin,2015-01-03,66.7816564,114,1,1
Brian Babin,2017-01-03,68.78302533,115,1,1
Brian Babin,2019-01-03,70.7816564,116,2,2
Brian Babin,2021-01-03,72.78302533,117,#N/A,2
Don Beyer,2015-01-03,64.53935661,114,3,3
Don Beyer,2017-01-03,66.54072553,115,2,2
Don Beyer,2019-01-03,68.53935661,116,2,2
Don Beyer,2021-01-03,70.54072553,117,#N/A,2
Rick W. Allen,2015-01-03,63.15674196,114,1,1
Rick W. Allen,2017-01-03,65.15811088,115,1,1
Rick W. Allen,2019-01-03,67.15674196,116,1,1
Rick W. Allen,2021-01-03,69.15811088,117,#N/A,1
Mark DeSaulnier,2015-01-03,62.75975359,114,2,2
Mark DeSaulnier,2017-01-03,64.76112252,115,3,3
Mark DeSaulnier,2019-01-03,66.75975359,116,1,1
Mark DeSaulnier,2021-01-03,68.76112252,117,#N/A,1
Debbie Dingell,2015-01-03,61.11156742,114,1,1
Debbie Dingell,2017-01-03,63.11293635,115,2,2
Debbie Dingell,2019-01-03,65.11156742,116,3,3
Debbie Dingell,2021-01-03,67.11293635,117,#N/A,3
Gary Palmer,2015-01-03,60.64065708,114,1,1
Gary Palmer,2017-01-03,62.64202601,115,1,1
Gary Palmer,2019-01-03,64.64065708,116,3,3
Gary Palmer,2021-01-03,66.64202601,117,#N/A,3
Glenn Grothman,2015-01-03,59.50444901,114,1,1
Glenn Grothman,2017-01-03,61.50581793,115,1,1
Glenn Grothman,2019-01-03,63.50444901,116,1,1
Glenn Grothman,2021-01-03,65.50581793,117,#N/A,1
Dan Newhouse,2015-01-03,59.48528405,114,1,1
Dan Newhouse,2017-01-03,61.48665298,115,2,2
Dan Newhouse,2019-01-03,63.48528405,116,2,2
Dan Newhouse,2021-01-03,65.48665298,117,#N/A,2
French Hill,2015-01-03,58.07802875,114,2,2
French Hill,2017-01-03,60.07939767,115,3,3
French Hill,2019-01-03,62.07802875,116,3,3
French Hill,2021-01-03,64.07939767,117,#N/A,3
Buddy Carter,2015-01-03,57.32511978,114,3,3
Buddy Carter,2017-01-03,59.32648871,115,3,3
Buddy Carter,2019-01-03,61.32511978,116,3,3
Buddy Carter,2021-01-03,63.32648871,117,#N/A,3
Ken Buck,2015-01-03,55.87953457,114,2,2
Ken Buck,2017-01-03,57.88090349,115,2,2
Ken Buck,2019-01-03,59.87953457,116,1,1
Ken Buck,2021-01-03,61.88090349,117,#N/A,1
Mike Bost,2015-01-03,54.00958248,114,2,2
Mike Bost,2017-01-03,56.0109514,115,3,3
Mike Bost,2019-01-03,58.00958248,116,3,3
Mike Bost,2021-01-03,60.0109514,117,#N/A,3
Tom Emmer,2015-01-03,53.83709788,114,2,2
Tom Emmer,2017-01-03,55.8384668,115,3,3
Tom Emmer,2019-01-03,57.83709788,116,2,2
Tom Emmer,2021-01-03,59.8384668,117,#N/A,2
John Moolenaar,2015-01-03,53.65639973,114,2,2
John Moolenaar,2017-01-03,55.65776865,115,1,1
John Moolenaar,2019-01-03,57.65639973,116,1,1
John Moolenaar,2021-01-03,59.65776865,117,#N/A,1
Barry Loudermilk,2015-01-03,51.03353867,114,2,2
Barry Loudermilk,2017-01-03,53.0349076,115,2,2
Barry Loudermilk,2019-01-03,55.03353867,116,2,2
Barry Loudermilk,2021-01-03,57.0349076,117,#N/A,2
Norma Torres,2015-01-03,49.69746749,114,2,2
Norma Torres,2017-01-03,51.69883641,115,2,2
